,Dependents,tenure,OnlineSecurity,OnlineBackup,InternetService,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,Churn,DurationOfTenure
1387,No,24,Yes,No,DSL,No,No,Month-to-month,Yes,51.15,No,2 - 3 Years
1388,No,11,No,No,Fiber optic,Yes,No,Month-to-month,No,84.8,No,< 1 Year
1389,No,26,No,Yes,Fiber optic,No,No,One year,No,75.5,No,2 - 3 Years
1390,No,16,No,Yes,Fiber optic,No,No,Month-to-month,Yes,80.55,No,1 - 2 Years
1391,No,71,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,108.6,Yes,> 3 Years
1392,No,4,No,No,DSL,No,No,Month-to-month,Yes,25.15,No,< 1 Year
1393,No,66,No,No,Fiber optic,Yes,No,One year,Yes,92.15,No,> 3 Years
1394,No,1,No,No,DSL,No,No,Month-to-month,Yes,49.8,No,< 1 Year
1395,No,11,No,No,DSL,Yes,No,Month-to-month,No,53.75,Yes,< 1 Year
1396,No,6,No,Yes,Fiber optic,No,No,Month-to-month,Yes,84.2,Yes,< 1 Year
1397,Yes,25,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,25.4,No,2 - 3 Years
1398,No,19,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.9,No,1 - 2 Years
1399,No,37,Yes,No,Fiber optic,Yes,Yes,One year,Yes,99.2,Yes,> 3 Years
1400,No,28,Yes,No,DSL,No,Yes,One year,No,54.3,No,2 - 3 Years
1401,No,19,No,No,Fiber optic,Yes,Yes,Month-to-month,No,89.95,No,1 - 2 Years
1402,Yes,71,Yes,Yes,DSL,Yes,Yes,Two year,No,87.25,No,> 3 Years
1403,No,53,No,Yes,DSL,Yes,No,Month-to-month,Yes,54.45,Yes,> 3 Years
1404,No,68,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,110.8,No,> 3 Years
1405,Yes,21,No,No,DSL,No,No,Month-to-month,Yes,44.95,No,1 - 2 Years
1406,No,21,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.35,No,1 - 2 Years
1407,Yes,11,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.0,No,< 1 Year
1408,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.85,Yes,< 1 Year
1409,No,7,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,100.4,No,< 1 Year
1410,Yes,41,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.0,No,> 3 Years
1411,No,48,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,107.4,Yes,> 3 Years
1412,No,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,82.3,No,> 3 Years
1413,No,71,No,Yes,Fiber optic,Yes,No,Two year,Yes,105.15,No,> 3 Years
1414,Yes,68,No,No,DSL,Yes,Yes,Two year,Yes,72.95,No,> 3 Years
1415,Yes,67,No,Yes,DSL,No,No,One year,No,50.55,No,> 3 Years
1416,Yes,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.5,No,< 1 Year
1417,No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.65,No,< 1 Year
1418,No,17,Yes,No,DSL,Yes,No,Month-to-month,No,34.4,No,1 - 2 Years
1419,Yes,60,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.55,No,> 3 Years
1420,No,70,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.55,No,> 3 Years
1421,Yes,47,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.55,No,> 3 Years
1422,No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,69.8,Yes,< 1 Year
1423,No,10,No,No,DSL,No,No,Month-to-month,Yes,44.85,Yes,< 1 Year
1424,No,62,No,No,Fiber optic,Yes,No,Month-to-month,Yes,101.35,No,> 3 Years
1425,Yes,13,Yes,No,Fiber optic,No,No,Month-to-month,No,84.05,Yes,1 - 2 Years
1426,No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.35,No,< 1 Year
1427,No,68,No,Yes,Fiber optic,Yes,Yes,Two year,No,90.2,No,> 3 Years
1428,Yes,20,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.05,No,1 - 2 Years
1429,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.65,No,< 1 Year
1430,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,74.45,Yes,< 1 Year
1431,No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,84.05,No,< 1 Year
1432,No,3,No,No,DSL,No,No,Month-to-month,Yes,46.1,No,< 1 Year
1433,No,60,No,Yes,Fiber optic,No,No,Month-to-month,Yes,89.9,No,> 3 Years
1434,No,54,No,Yes,Fiber optic,No,No,Month-to-month,Yes,79.5,Yes,> 3 Years
1435,No,2,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,95.1,Yes,< 1 Year
1436,No,2,No,No,DSL,No,No,Month-to-month,Yes,45.15,Yes,< 1 Year
1437,Yes,9,Yes,No,DSL,No,No,One year,No,48.6,No,< 1 Year
1438,Yes,70,Yes,Yes,DSL,Yes,Yes,One year,No,74.1,No,> 3 Years
1439,No,5,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.25,No,< 1 Year
1440,No,47,No internet service,No internet service,No,No internet service,No internet service,One year,No,26.9,No,> 3 Years
1441,No,70,Yes,Yes,Fiber optic,Yes,Yes,One year,No,115.65,Yes,> 3 Years
1442,No,7,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,78.5,No,< 1 Year
1443,No,25,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.2,No,2 - 3 Years
1444,No,12,Yes,No,DSL,No,Yes,One year,Yes,33.6,No,1 - 2 Years
1445,No,29,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,84.45,Yes,2 - 3 Years
1446,No,6,Yes,Yes,DSL,No,No,Month-to-month,No,56.25,Yes,< 1 Year
1447,Yes,40,No,No,Fiber optic,No,No,Month-to-month,Yes,94.55,Yes,> 3 Years
1448,No,26,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,98.65,No,2 - 3 Years
1449,No,50,No,No,DSL,Yes,No,One year,No,75.7,No,> 3 Years
1450,No,67,Yes,No,DSL,Yes,Yes,One year,Yes,49.35,No,> 3 Years
1451,No,39,No,No,DSL,No,Yes,Month-to-month,Yes,40.6,No,> 3 Years
1452,Yes,71,Yes,Yes,DSL,Yes,Yes,Two year,No,90.4,No,> 3 Years
1453,Yes,65,Yes,Yes,DSL,Yes,Yes,Two year,No,91.55,No,> 3 Years
1454,No,51,No internet service,No internet service,No,No internet service,No internet service,One year,No,25.0,No,> 3 Years
1455,No,72,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,111.9,No,> 3 Years
1456,No,29,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,98.8,No,2 - 3 Years
1457,No,1,No,No,DSL,No,No,Month-to-month,Yes,35.55,Yes,< 1 Year
1458,No,65,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,99.35,No,> 3 Years
1459,No,9,No,No,DSL,No,Yes,Month-to-month,Yes,59.5,No,< 1 Year
1460,Yes,68,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,105.25,No,> 3 Years
1461,No,31,No,No,Fiber optic,Yes,No,Month-to-month,Yes,89.9,Yes,2 - 3 Years
1462,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,94.55,No,> 3 Years
1463,Yes,36,No,Yes,Fiber optic,No,No,Month-to-month,Yes,94.7,No,2 - 3 Years
1464,No,2,No,No,DSL,No,No,Month-to-month,Yes,44.6,Yes,< 1 Year
1465,Yes,45,No,Yes,DSL,Yes,No,One year,No,78.75,No,> 3 Years
1466,No,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,115.15,No,> 3 Years
1467,Yes,52,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,84.05,No,> 3 Years
1468,Yes,17,No,Yes,DSL,Yes,Yes,One year,No,80.85,No,1 - 2 Years
1469,Yes,51,No,No,DSL,No,Yes,One year,No,47.85,No,> 3 Years
1470,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,114.3,No,> 3 Years
1471,Yes,45,No,Yes,DSL,No,Yes,One year,Yes,54.15,Yes,> 3 Years
1472,Yes,5,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.1,No,< 1 Year
1473,Yes,36,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,104.5,No,2 - 3 Years
1474,Yes,15,Yes,No,Fiber optic,No,Yes,One year,No,101.9,No,1 - 2 Years
1475,Yes,46,No internet service,No internet service,No,No internet service,No internet service,One year,No,24.95,No,> 3 Years
1476,No,55,No,No,Fiber optic,No,No,Month-to-month,Yes,96.8,Yes,> 3 Years
1477,No,16,No internet service,No internet service,No,No internet service,No internet service,Two year,No,18.95,No,1 - 2 Years
1478,No,72,Yes,Yes,DSL,No,Yes,Two year,No,64.75,No,> 3 Years
1479,Yes,7,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.45,No,< 1 Year
1480,No,66,Yes,Yes,DSL,Yes,No,Two year,Yes,66.1,No,> 3 Years
1481,No,24,Yes,No,DSL,No,No,Month-to-month,Yes,55.65,Yes,2 - 3 Years
1482,No,3,No,No,Fiber optic,Yes,No,Month-to-month,Yes,101.55,Yes,< 1 Year
1483,No,29,No,Yes,DSL,No,Yes,Month-to-month,No,34.3,No,2 - 3 Years
1484,No,28,No,Yes,Fiber optic,Yes,No,Month-to-month,No,89.9,No,2 - 3 Years
1485,Yes,46,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.25,No,> 3 Years
1486,Yes,24,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.1,No,2 - 3 Years
1487,No,40,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.1,No,> 3 Years
1488,No,1,No,No,DSL,No,No,Month-to-month,Yes,35.45,Yes,< 1 Year
1489,No,2,No,Yes,DSL,No,No,Month-to-month,Yes,54.4,Yes,< 1 Year
1490,Yes,34,No,No,DSL,Yes,No,One year,No,77.2,No,2 - 3 Years
1491,Yes,72,No,Yes,DSL,Yes,Yes,Two year,Yes,60.0,No,> 3 Years
1492,No,59,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,94.05,No,> 3 Years
1493,Yes,39,Yes,No,DSL,Yes,Yes,One year,No,80.0,Yes,> 3 Years
1494,No,42,Yes,Yes,DSL,No,Yes,One year,Yes,67.7,No,> 3 Years
1495,Yes,34,No,Yes,Fiber optic,No,No,Month-to-month,Yes,79.6,Yes,2 - 3 Years
1496,No,38,No,No,Fiber optic,No,No,One year,Yes,89.1,No,> 3 Years
1497,No,9,No,No,Fiber optic,Yes,No,Month-to-month,Yes,100.5,Yes,< 1 Year
1498,No,22,No,Yes,DSL,No,No,Month-to-month,Yes,50.35,No,1 - 2 Years
1499,No,17,No,No,DSL,No,No,Month-to-month,Yes,45.05,Yes,1 - 2 Years
1500,Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,93.3,Yes,< 1 Year
1501,No,57,No,Yes,DSL,Yes,Yes,Two year,No,69.75,No,> 3 Years
1502,No,1,No,Yes,Fiber optic,No,No,Month-to-month,No,75.8,Yes,< 1 Year
1503,Yes,63,Yes,Yes,DSL,Yes,Yes,Two year,No,75.55,No,> 3 Years
1504,Yes,47,Yes,Yes,DSL,No,Yes,Two year,Yes,85.3,No,> 3 Years
1505,No,5,No,No,Fiber optic,No,No,Month-to-month,Yes,80.0,Yes,< 1 Year
1506,Yes,67,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,108.75,Yes,> 3 Years
1507,No,69,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,112.55,No,> 3 Years
1508,No,33,No,Yes,DSL,No,Yes,One year,Yes,53.75,No,2 - 3 Years
1509,No,12,No,No,Fiber optic,No,No,Month-to-month,Yes,96.05,Yes,1 - 2 Years
1510,No,66,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,103.1,No,> 3 Years
1511,No,1,Yes,No,Fiber optic,No,No,Month-to-month,Yes,95.6,Yes,< 1 Year
1512,Yes,26,Yes,Yes,DSL,No,Yes,Month-to-month,No,38.85,No,2 - 3 Years
1513,No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.65,No,< 1 Year
1514,No,15,No,Yes,Fiber optic,No,No,Month-to-month,Yes,80.2,Yes,1 - 2 Years
1515,Yes,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.45,No,> 3 Years
1516,Yes,65,Yes,Yes,DSL,Yes,Yes,Two year,Yes,90.45,No,> 3 Years
1517,Yes,64,No,Yes,DSL,No,Yes,Two year,Yes,54.6,No,> 3 Years
1518,Yes,65,No,No,Fiber optic,Yes,Yes,One year,Yes,103.9,No,> 3 Years
1519,No,21,No,No,Fiber optic,No,No,Month-to-month,Yes,84.1,No,1 - 2 Years
1520,Yes,12,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.1,No,1 - 2 Years
1521,No,3,No,Yes,DSL,No,No,Month-to-month,Yes,50.6,Yes,< 1 Year
1522,No,38,Yes,Yes,Fiber optic,No,No,One year,Yes,104.85,No,> 3 Years
1523,No,31,No,No,Fiber optic,No,Yes,Month-to-month,Yes,79.85,Yes,2 - 3 Years
1524,No,72,Yes,Yes,DSL,Yes,Yes,Two year,No,65.5,No,> 3 Years
1525,Yes,31,Yes,No,DSL,Yes,Yes,One year,Yes,81.15,No,2 - 3 Years
1526,No,12,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,67.25,No,1 - 2 Years
1527,Yes,71,Yes,No,Fiber optic,Yes,No,Two year,No,106.7,No,> 3 Years
1528,No,34,Yes,Yes,DSL,No,No,One year,No,55.0,No,2 - 3 Years
1529,Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.95,No,> 3 Years
1530,Yes,14,No,Yes,DSL,No,Yes,Month-to-month,No,80.45,No,1 - 2 Years
1531,Yes,65,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,99.05,No,> 3 Years
1532,Yes,5,No,Yes,Fiber optic,No,No,Month-to-month,Yes,80.15,Yes,< 1 Year
1533,Yes,50,No,No,Fiber optic,Yes,Yes,One year,No,103.05,No,> 3 Years
1534,No,17,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,101.8,No,1 - 2 Years
1535,No,64,Yes,Yes,Fiber optic,Yes,No,One year,No,89.45,No,> 3 Years
1536,No,22,No internet service,No internet service,No,No internet service,No internet service,One year,No,25.6,No,1 - 2 Years
1537,Yes,22,No,Yes,Fiber optic,No,No,Month-to-month,No,83.3,Yes,1 - 2 Years
1538,No,52,No,Yes,DSL,No,No,One year,No,30.1,No,> 3 Years
1539,Yes,27,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.15,No,2 - 3 Years
1540,No,34,No,No,DSL,No,Yes,Month-to-month,No,50.2,No,2 - 3 Years
1541,No,2,No,No,DSL,No,No,Month-to-month,No,44.95,Yes,< 1 Year
1542,No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.1,No,< 1 Year
1543,No,22,No,Yes,DSL,Yes,No,One year,No,65.25,No,1 - 2 Years
1544,No,18,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,68.35,No,1 - 2 Years
1545,No,65,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,109.15,Yes,> 3 Years
1546,No,17,No,No,DSL,Yes,Yes,One year,No,54.6,No,1 - 2 Years
1547,No,35,Yes,No,DSL,No,No,One year,Yes,62.15,No,2 - 3 Years
1548,No,70,No,No,Fiber optic,Yes,No,One year,Yes,101.75,No,> 3 Years
1549,No,31,No,No,DSL,Yes,Yes,Month-to-month,Yes,55.25,Yes,2 - 3 Years
1550,No,37,Yes,No,DSL,No,No,Month-to-month,Yes,55.05,No,> 3 Years
1551,No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,75.1,Yes,< 1 Year
1552,Yes,2,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.3,No,< 1 Year
1553,No,24,Yes,Yes,DSL,No,Yes,Month-to-month,No,60.45,No,2 - 3 Years
1554,No,59,Yes,Yes,DSL,Yes,No,One year,No,66.4,No,> 3 Years
1555,No,8,No,Yes,Fiber optic,No,No,Month-to-month,Yes,74.5,Yes,< 1 Year
1556,Yes,7,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,75.7,No,< 1 Year
1557,No,25,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.75,No,2 - 3 Years
1558,No,72,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,110.6,No,> 3 Years
1559,Yes,67,Yes,No,DSL,No,No,Two year,Yes,75.5,No,> 3 Years
1560,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,89.25,No,< 1 Year
1561,No,13,No,No,DSL,Yes,No,Month-to-month,Yes,48.75,Yes,1 - 2 Years
1562,No,1,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,82.3,Yes,< 1 Year
1563,Yes,70,No,Yes,DSL,Yes,Yes,One year,No,60.35,No,> 3 Years
1564,Yes,39,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,24.2,No,> 3 Years
1565,Yes,29,No,Yes,Fiber optic,Yes,Yes,One year,No,100.55,No,2 - 3 Years
1566,No,22,Yes,No,DSL,No,No,Month-to-month,Yes,54.45,Yes,1 - 2 Years
1567,Yes,37,Yes,Yes,DSL,No,Yes,Two year,No,61.45,No,> 3 Years
1568,No,60,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,106.15,No,> 3 Years
1569,Yes,25,No,Yes,Fiber optic,No,No,Month-to-month,Yes,95.9,Yes,2 - 3 Years
1570,No,65,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,109.05,No,> 3 Years
1571,No,16,No,No,DSL,Yes,No,Month-to-month,Yes,65.2,Yes,1 - 2 Years
1572,No,57,Yes,No,DSL,Yes,No,Month-to-month,Yes,53.75,No,> 3 Years
1573,No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.7,No,> 3 Years
1574,No,58,No,No,Fiber optic,Yes,No,Month-to-month,Yes,98.7,Yes,> 3 Years
1575,No,65,Yes,No,DSL,Yes,Yes,Two year,No,59.95,No,> 3 Years
1576,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.45,No,< 1 Year
1577,No,12,No,Yes,DSL,No,Yes,Month-to-month,No,34.0,No,1 - 2 Years
1578,No,65,Yes,No,Fiber optic,No,Yes,One year,No,93.55,No,> 3 Years
1579,No,4,No,No,Fiber optic,No,No,Month-to-month,Yes,83.25,No,< 1 Year
1580,No,64,No,No,Fiber optic,Yes,No,One year,Yes,100.05,Yes,> 3 Years
1581,No,45,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.5,No,> 3 Years
1582,Yes,11,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.7,No,< 1 Year
1583,No,62,No,Yes,DSL,Yes,Yes,Two year,No,84.5,No,> 3 Years
1584,No,37,No,No,Fiber optic,No,No,Month-to-month,Yes,96.55,Yes,> 3 Years
1585,No,1,No,No,DSL,No,No,Month-to-month,Yes,25.1,Yes,< 1 Year
1586,No,1,No,No,DSL,No,No,Month-to-month,Yes,45.4,Yes,< 1 Year
1587,Yes,23,No internet service,No internet service,No,No internet service,No internet service,One year,No,24.35,No,1 - 2 Years
1588,No,71,No,Yes,Fiber optic,No,No,One year,Yes,79.05,No,> 3 Years
1589,No,31,Yes,Yes,Fiber optic,No,No,Month-to-month,No,104.35,No,2 - 3 Years
1590,No,56,Yes,No,Fiber optic,Yes,No,Two year,No,80.3,No,> 3 Years
1591,No,42,No,No,DSL,Yes,Yes,Two year,No,66.5,No,> 3 Years
1592,No,36,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,79.2,No,2 - 3 Years
1593,No,67,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,111.05,No,> 3 Years
1594,No,20,No,No,Fiber optic,No,No,Month-to-month,No,89.95,No,1 - 2 Years
1595,No,18,No,No,Fiber optic,No,No,Month-to-month,Yes,71.1,No,1 - 2 Years
1596,Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.75,No,< 1 Year
1597,Yes,36,Yes,No,DSL,Yes,No,One year,Yes,63.7,No,2 - 3 Years
1598,No,4,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,80.6,Yes,< 1 Year
1599,No,34,No,Yes,DSL,No,No,Month-to-month,Yes,49.8,No,2 - 3 Years
1600,No,3,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.25,No,< 1 Year
1601,No,30,No,Yes,Fiber optic,No,No,Month-to-month,Yes,100.2,Yes,2 - 3 Years
1602,No,49,No,No,DSL,No,No,Month-to-month,No,43.8,No,> 3 Years
1603,Yes,6,No,No,DSL,No,Yes,Month-to-month,Yes,48.8,No,< 1 Year
1604,No,27,No,Yes,Fiber optic,No,No,Month-to-month,Yes,76.1,No,2 - 3 Years
1605,Yes,21,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.6,No,1 - 2 Years
1606,No,42,Yes,Yes,Fiber optic,Yes,No,One year,Yes,99.0,No,> 3 Years
1607,No,56,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,98.7,No,> 3 Years
1608,No,9,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.4,No,< 1 Year
1609,No,2,No,No,Fiber optic,Yes,No,Month-to-month,Yes,91.45,No,< 1 Year
1610,No,37,No,No,Fiber optic,Yes,No,Month-to-month,Yes,78.95,Yes,> 3 Years
1611,Yes,52,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.8,No,> 3 Years
1612,No,20,No,Yes,Fiber optic,No,Yes,Month-to-month,No,107.05,No,1 - 2 Years
1613,Yes,22,No,No,Fiber optic,No,No,Month-to-month,Yes,84.75,No,1 - 2 Years
1614,No,72,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,109.75,No,> 3 Years
1615,No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.4,No,> 3 Years
1616,Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,No,81.0,No,> 3 Years
1617,No,39,No,Yes,DSL,Yes,Yes,Month-to-month,No,41.1,No,> 3 Years
1618,Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,71.0,Yes,< 1 Year
1619,No,24,No,No,Fiber optic,Yes,No,Month-to-month,Yes,98.75,Yes,2 - 3 Years
1620,No,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,115.15,No,> 3 Years
1621,No,55,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.7,No,> 3 Years
1622,No,26,No,No,Fiber optic,No,Yes,Month-to-month,Yes,80.5,Yes,2 - 3 Years
1623,No,37,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.15,No,> 3 Years
1624,Yes,1,No,No,Fiber optic,Yes,No,Month-to-month,Yes,99.75,Yes,< 1 Year
1625,Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.4,No,> 3 Years
1626,Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.5,Yes,< 1 Year
1627,No,20,No,No,Fiber optic,No,Yes,Month-to-month,Yes,98.55,No,1 - 2 Years
1628,No,6,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,98.15,Yes,< 1 Year
1629,No,35,No,No,Fiber optic,No,No,Month-to-month,Yes,86.45,Yes,2 - 3 Years
1630,Yes,32,Yes,No,Fiber optic,No,No,Month-to-month,No,89.6,No,2 - 3 Years
1631,Yes,66,Yes,No,DSL,Yes,Yes,Two year,Yes,84.0,No,> 3 Years
1632,No,4,No,No,Fiber optic,No,No,Month-to-month,Yes,70.9,Yes,< 1 Year
1633,No,72,Yes,Yes,DSL,Yes,Yes,Two year,No,78.85,No,> 3 Years
1634,Yes,67,Yes,No,Fiber optic,Yes,Yes,One year,Yes,109.4,No,> 3 Years
1635,Yes,28,No,No,Fiber optic,No,Yes,One year,Yes,90.45,No,2 - 3 Years
1636,No,71,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,105.25,No,> 3 Years
1637,Yes,72,No,Yes,DSL,Yes,No,Two year,Yes,75.4,No,> 3 Years
1638,No,29,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,25.15,No,2 - 3 Years
1639,Yes,71,Yes,Yes,Fiber optic,Yes,No,Two year,No,100.5,No,> 3 Years
1640,No,37,Yes,No,DSL,Yes,Yes,One year,No,68.1,No,> 3 Years
1641,No,32,Yes,Yes,DSL,No,Yes,One year,No,70.5,No,2 - 3 Years
1642,Yes,55,Yes,Yes,DSL,No,Yes,One year,Yes,75.0,No,> 3 Years
1643,No,53,No,Yes,Fiber optic,Yes,No,Two year,No,105.55,No,> 3 Years
1644,No,1,Yes,Yes,DSL,No,No,Month-to-month,Yes,54.9,Yes,< 1 Year
1645,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.8,No,< 1 Year
1646,No,17,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.5,No,1 - 2 Years
1647,Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,90.1,No,< 1 Year
1648,No,64,No,No,Fiber optic,Yes,Yes,Two year,No,102.1,No,> 3 Years
1649,No,50,No,No,Fiber optic,No,No,Month-to-month,Yes,71.05,Yes,> 3 Years
1650,No,65,No,No,DSL,No,Yes,Two year,Yes,59.8,No,> 3 Years
1651,No,29,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,95.9,Yes,2 - 3 Years
1652,No,66,No,No,Fiber optic,Yes,Yes,One year,Yes,105.95,Yes,> 3 Years
1653,Yes,53,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,92.55,No,> 3 Years
1654,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,115.55,No,> 3 Years
1655,No,23,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.3,No,1 - 2 Years
1656,No,33,No,Yes,DSL,Yes,Yes,Month-to-month,Yes,50.0,No,2 - 3 Years
1657,No,12,No,No,DSL,No,Yes,One year,Yes,59.8,Yes,1 - 2 Years
1658,No,1,No,No,DSL,No,Yes,Month-to-month,No,49.0,No,< 1 Year
1659,No,10,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.6,No,< 1 Year
